"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q65","QID1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q30","Q29","Q28","AB1","AB3","AB4","AB5","AB8","AB10","AB11","V14","V16","V17","V19","V21","V22","D25","D26","D28","D31","D32","D34","D35","Q67","Q68","Q69","Q70","Q71","Q63","Q64","Q54","Q65.1","Q64.1","Q63.1","Q62","Q80","Q83","Q82","Q81","Q66","Q68.1","Q78","Q71.1","Q77","Q74","Q69.1","Q70.1","Q67.1","opp","gc","term","cintid","ProjectToken","gid","sname","TolunaEnc","Q_BallotBoxStuffing","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RecaptchaScore","Q_RelevantIDFraudScore","Q_TotalDuration","Q_CHL","GeoIP","careless_long","irv","irv2","flag"
"31",33,"2021-10-08 17:17:10","2021-10-08 17:22:14",0,"172.88.135.72",100,303,1,"2021-10-08 17:22:14","R_22LhyekGFLrjKSo",NA,NA,NA,NA,34.7147979736328,-117.875595092773,"anonymous","EN",4,4,6,4,4,4,4,3,5,5,5,5,6,6,6,7,7,6,5,3,4,6,6,6,5,5,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,5,4,1,5,5,5,3,2,1,1,1,1,1,15,1,2," operations manager",1,6,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"efd20006-ae99-23cc-e9b2-37f99b444beb","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,303,"anonymous",NA,4,NA,0.957427107756338,"use"
"32",34,"2021-10-08 17:18:13","2021-10-08 17:22:14",0,"174.197.8.64",100,241,1,"2021-10-08 17:22:14","R_1Hk0UVUrcRn2YZs",NA,NA,NA,NA,30.4031982421875,-97.7529983520508,"anonymous","EN",4,1,2,2,1,1,4,3,3,3,3,3,2,3,2,2,5,1,4,2,4,4,2,1,6,1,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,4,5,2,1,5,2,4,1,1,4,4,4,4,1,15,4,1,"Project manager",4,3,7,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"cef47dba-e9fe-5d46-cf0e-4adfbe250e57","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,241,"anonymous",NA,5,NA,0.5,"Flagged"
"33",35,"2021-10-08 17:16:28","2021-10-08 17:22:17",0,"108.4.155.244",100,348,1,"2021-10-08 17:22:17","R_1QfsP4wtmx6StyJ",NA,NA,NA,NA,42.7469940185547,-73.7527008056641,"anonymous","EN",4,3,6,4,5,5,4,4,3,3,3,4,6,5,7,6,6,7,4,5,6,5,7,6,6,6,7,2,6,6,6,2,1,4,4,6,2,6,4,5,6,5,2,5,2,4,2,5,6,5,5,5,5,5,4,1,NA,NA,NA,NA,NA,3,4,4,3,8,6,1,1,"day trader",1,6,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"965b64e6-44e8-3970-6052-53700436a30b","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,348,"anonymous",NA,5,1.70782512765993,0.577350269189626,"use"
"34",36,"2021-10-08 17:17:08","2021-10-08 17:22:17",0,"172.58.103.129",100,309,1,"2021-10-08 17:22:18","R_3pnm01gVwnYJuHv",NA,NA,NA,NA,29.7756042480469,-95.3081970214844,"anonymous","EN",4,4,7,4,3,4,4,4,2,3,4,3,4,4,5,5,5,4,5,4,7,6,6,6,2,6,5,5,6,4,5,3,2,4,3,5,3,5,5,4,6,4,3,4,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4,4,5,3,2,1,2,2,"Associate ",4,2,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"32202508-1122-0611-1bbc-120b9bc3f6e4","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,309,"anonymous",NA,4,0.957427107756338,0.957427107756338,"use"
"35",37,"2021-10-08 17:17:00","2021-10-08 17:22:21",0,"174.97.43.182",100,321,1,"2021-10-08 17:22:21","R_2v9fjQ4XjtgPuUz",NA,NA,NA,NA,40.0731964111328,-82.4017028808594,"anonymous","EN",4,2,6,3,2,2,3,3,2,3,3,4,4,5,6,4,5,5,5,3,4,6,4,3,5,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,4,5,5,5,1,5,5,1,NA,NA,NA,NA,NA,2,2,2,4,1,9,6,2,"Cashier ",4,3,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"10b0f3da-da5f-d0bd-8b6e-c49b03805336","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,321,"anonymous",NA,9,0.577350269189626,0.5,"use"
"36",38,"2021-10-08 17:16:56","2021-10-08 17:22:31",0,"70.62.71.67",100,335,1,"2021-10-08 17:22:31","R_2qmxLV8Ew71ct53",NA,NA,NA,NA,34.1846923828125,-79.7704010009766,"anonymous","EN",4,4,6,4,2,5,4,4,2,4,3,4,4,6,6,5,6,4,5,4,5,7,5,6,4,4,4,3,3,5,5,3,4,4,3,4,3,4,5,4,5,6,5,4,5,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,1,2,2,3,2,1,13,2,3,"Manufacturing inc",3,2,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"80c26f0d-6991-4db2-f9b9-58e943ce61e1","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,335,"anonymous",NA,3,0.816496580927726,1,"use"
"37",39,"2021-10-08 17:16:49","2021-10-08 17:22:32",0,"47.132.17.191",100,342,1,"2021-10-08 17:22:32","R_1EZQi21QvSsbdE0",NA,NA,NA,NA,36.4485931396484,-77.6737976074219,"anonymous","EN",4,5,7,4,2,3,4,4,3,3,4,3,5,6,7,5,4,3,2,1,2,4,5,6,7,4,4,4,6,4,5,3,1,2,4,5,6,5,4,4,5,6,2,3,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,2,4,5,5,4,1,9,3,2,"Team member",4,3,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"3e63855a-ad4f-a797-58ee-b2487f106db6","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,342,"anonymous",NA,4,0.957427107756338,0.577350269189626,"use"
"38",40,"2021-10-08 17:16:29","2021-10-08 17:22:51",0,"73.101.194.39",100,381,1,"2021-10-08 17:22:52","R_Wr3i2Nz1I7n7rG1",NA,NA,NA,NA,41.4833068847656,-75.7171020507812,"anonymous","EN",4,3,3,2,3,3,4,3,4,3,3,3,4,4,4,4,4,4,5,3,5,5,4,6,6,5,4,3,4,5,5,5,5,5,5,2,3,4,5,4,4,4,4,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,1,1,1,1,1,8,6,1,"Finance Specialist ",4,5,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"7f17c8c5-0801-9566-2c71-ff3c505ee828","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,381,"anonymous",NA,6,0.816496580927726,0.577350269189626,"use"
"39",41,"2021-10-08 17:17:28","2021-10-08 17:23:03",0,"68.59.87.173",100,334,1,"2021-10-08 17:23:03","R_4MwqhDWP46Q7Y2Z",NA,NA,NA,NA,30.8018951416016,-85.2281036376953,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,6,2,"Associate ",4,1,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"5c549c25-65d7-bd5b-6f91-ab7f548d82c9","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,334,"anonymous",NA,17,2.5,NA,"Flagged"
"40",42,"2021-10-08 17:16:35","2021-10-08 17:23:04",0,"174.202.226.154",100,388,1,"2021-10-08 17:23:04","R_3FJ03Pr50mEiWJw",NA,NA,NA,NA,29.7805023193359,-95.5129013061523,"anonymous","EN",4,5,7,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,6,7,7,7,7,2,6,7,1,7,6,6,1,4,5,5,6,1,5,6,6,6,6,5,5,6,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,3,1,1,1,1,1,14,3,3,"Service lead",3,2,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"5685d2e9-280e-f0a0-be5d-e5ae87502c05","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,388,"anonymous",NA,9,2.38047614284762,0,"Flagged"
"41",43,"2021-10-08 17:16:56","2021-10-08 17:23:08",0,"73.116.145.99",100,371,1,"2021-10-08 17:23:08","R_1oIx20iCIbBYuJU",NA,NA,NA,NA,38.6352996826172,-121.455795288086,"anonymous","EN",4,3,3,3,3,3,3,3,3,3,3,3,1,4,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,3,3,3,3,2,2,3,4,4,2,3,3,2,2,3,2,3,3,3,4,5,5,1,1,2,1,1,3,5,5,5,3,3,2,3,2,16,2,3,"nothing",3,1,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"ea7fd3ec-4a8a-f0a8-4458-e4542ed7ad00","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,371,"anonymous",NA,11,0.957427107756338,0,"Flagged"
"42",44,"2021-10-08 17:16:52","2021-10-08 17:23:08",0,"107.204.145.245",100,375,1,"2021-10-08 17:23:09","R_3qE98rENWKWEAga",NA,NA,NA,NA,32.7212066650391,-96.6764984130859,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,6,5,4,5,4,6,7,6,6,7,3,6,7,7,5,6,6,3,3,5,6,2,5,5,6,6,5,6,5,6,6,5,6,6,5,5,5,2,5,3,1,5,5,5,4,1,2,1,1,1,1,6,2,4,"Chief Financial Officer",1,6,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"c1d2c436-b0d0-e6bd-e982-f3f9460f29db","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,375,"anonymous",NA,3,1.73205080756888,NA,"use"
"43",45,"2021-10-08 17:17:28","2021-10-08 17:23:10",0,"74.199.30.205",100,341,1,"2021-10-08 17:23:10","R_qPfnFOlUcm0Ap3P",NA,NA,NA,NA,39.9046020507812,-82.9702987670898,"anonymous","EN",4,4,6,3,3,3,4,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,4,4,4,5,4,4,4,4,5,4,5,4,5,4,5,4,5,5,5,5,4,5,5,3,5,5,5,5,5,3,3,4,3,2,9,2,2,"Caterer",3,3,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"33a1ced6-0adb-ef87-9a62-f98ace180d3a","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,341,"anonymous",NA,5,0,0.5,"Flagged"
"44",46,"2021-10-08 17:17:07","2021-10-08 17:23:14",0,"156.146.185.128",100,366,1,"2021-10-08 17:23:14","R_1C7HL9fG3BpQ7Ok",NA,NA,NA,NA,32.4394989013672,-97.2129974365234,"anonymous","EN",4,5,7,5,2,4,5,5,5,5,5,5,6,7,6,7,7,6,7,7,7,7,7,7,7,6,6,7,7,5,6,6,5,6,6,4,1,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,5,3,2,5,5,5,5,2,1,1,1,1,1,4,1,2,"Owner operator ",3,5,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"5118b683-7fa5-9546-2337-8133147cf86e","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,366,"anonymous",NA,12,2.5,0,"Flagged"
"45",47,"2021-10-08 17:16:42","2021-10-08 17:23:20",0,"70.124.103.30",100,398,1,"2021-10-08 17:23:21","R_2cCb31onU3lFzbM",NA,NA,NA,NA,27.6356964111328,-99.5923004150391,"anonymous","EN",4,3,6,3,2,4,1,1,1,1,1,1,2,1,6,1,2,4,1,6,4,4,5,5,2,1,1,1,7,4,6,1,1,4,5,6,2,1,6,1,1,4,1,1,1,1,1,1,1,5,5,5,3,5,5,3,NA,NA,NA,NA,NA,4,5,1,4,1,16,2,2,"Labeler",4,6,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"c472a5ca-75c9-87c3-497e-9259b596b226","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,398,"anonymous",NA,7,2.38047614284762,0,"Flagged"
"46",48,"2021-10-08 17:17:53","2021-10-08 17:23:21",0,"172.58.109.148",100,327,1,"2021-10-08 17:23:21","R_3MEBCAJ497zzCnC",NA,NA,NA,NA,32.9102935791016,-96.7283020019531,"anonymous","EN",4,3,6,2,2,3,2,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,3,2,3,4,5,4,5,5,4,4,3,3,4,4,3,4,5,5,5,3,5,3,1,5,5,5,3,2,4,5,5,3,1,12,2,2,"Officer ",4,5,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"5bb06b7d-d3c6-4a9d-8bc9-5c9b33145490","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,327,"anonymous",NA,3,0.577350269189626,0.577350269189626,"use"
"47",49,"2021-10-08 17:17:27","2021-10-08 17:23:22",0,"107.13.44.166",100,355,1,"2021-10-08 17:23:23","R_bf1uT13kV4qXjUd",NA,NA,NA,NA,35.8123016357422,-78.5468978881836,"anonymous","EN",4,4,6,4,2,4,4,5,4,3,4,4,6,7,6,6,6,5,6,6,6,7,7,6,6,5,6,4,5,4,5,3,2,4,4,4,2,5,5,5,5,5,6,6,6,5,6,5,6,5,4,5,4,5,3,1,NA,NA,NA,NA,NA,1,1,1,1,1,7,3,4,"Hr director ",1,5,7,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"fa5d3f63-46bf-1e01-66d7-08765662a18e","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,355,"anonymous",NA,5,1.5,0.816496580927726,"use"
"48",50,"2021-10-08 17:17:00","2021-10-08 17:23:29",0,"174.140.126.193",100,388,1,"2021-10-08 17:23:30","R_3kvWtjTuwSC5plE",NA,NA,NA,NA,40.5075988769531,-78.3925018310547,"anonymous","EN",4,3,3,3,2,3,3,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,2,4,3,4,4,4,4,4,4,4,3,2,2,2,5,4,5,2,5,4,3,3,3,3,3,2,4,4,4,4,6,3,1,5,"Art director",4,3,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"adebebbe-c2fc-c8c8-d00a-dcc0193dc553","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,388,"anonymous",NA,7,0.5,0.816496580927726,"use"
"49",51,"2021-10-08 17:17:05","2021-10-08 17:23:48",0,"73.3.73.158",100,402,1,"2021-10-08 17:23:48","R_Y4U4gnAVwuiaa77",NA,NA,NA,NA,40.3495025634766,-111.899803161621,"anonymous","EN",4,3,3,3,3,3,3,2,3,3,2,3,4,5,3,3,4,5,4,4,4,5,3,5,3,3,3,3,2,3,4,3,5,5,4,4,4,4,3,3,4,3,3,2,3,3,4,6,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,3,3,3,7,4,1,5,"Homemake ",4,3,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"c8a79103-b80b-b214-9cb7-a68cabd45fee","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,402,"anonymous",NA,6,0.577350269189626,0.5,"use"
"50",52,"2021-10-08 17:17:06","2021-10-08 17:23:56",0,"45.36.241.32",100,409,1,"2021-10-08 17:23:56","R_XhXmeEiWqPInS5X",NA,NA,NA,NA,36.0216979980469,-79.7838973999023,"anonymous","EN",4,4,6,4,4,4,4,4,4,4,4,4,4,5,6,4,5,3,5,5,6,6,5,5,5,5,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,2,4,5,5,5,2,1,2,2,2,1,11,2,2,"Manager",3,6,8,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"ebc3625f-57f3-40e4-f8eb-55e8dc2db2b3","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,409,"anonymous",NA,10,NA,0,"Flagged"
"51",53,"2021-10-11 07:29:21","2021-10-11 07:39:13",0,"108.83.178.147",100,592,1,"2021-10-11 07:39:14","R_Abaxt4czulmlubT",NA,NA,NA,NA,25.8153076171875,-80.3576965332031,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,5,5,4,4,5,4,4,3,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,4,4,3,2,13,2,3,"tsu computacion",3,6,1,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"813b834d-5b36-b9c7-61f9-b41077033ea1","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,592,"anonymous",NA,11,0.816496580927726,NA,"use"
"52",54,"2021-10-11 07:41:46","2021-10-11 07:45:15",0,"166.205.159.80",100,208,1,"2021-10-11 07:45:15","R_2pJkajqlAECcBed",NA,NA,NA,NA,26.2680969238281,-80.2091979980469,"anonymous","EN",4,5,6,4,2,4,5,4,4,5,5,5,6,7,5,6,6,6,7,5,6,7,7,5,6,6,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,5,1,5,5,5,5,2,1,1,1,1,1,15,2,2,"Network engineer",1,3,6,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"9d6be792-cf23-cf48-3026-d040bd46ab63","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,208,"anonymous",NA,4,NA,0.577350269189626,"Flagged"
"53",55,"2021-10-11 07:42:02","2021-10-11 07:45:55",0,"74.70.225.70",100,232,1,"2021-10-11 07:45:56","R_vHvHtvUTtdVq7qF",NA,NA,NA,NA,43.0610046386719,-75.3873977661133,"anonymous","EN",4,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,5,5,5,5,5,5,5,1,1,1,1,1,6,6,3,2,"Customer service re",3,6,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"f1c9d960-7598-f796-92d4-eee2c1fa308d","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,232,"anonymous",NA,20,NA,2,"Flagged"
"54",56,"2021-10-11 07:39:10","2021-10-11 07:46:08",0,"162.219.182.54",100,418,1,"2021-10-11 07:46:08","R_2am16gkTZaR8w9m",NA,NA,NA,NA,41.19189453125,-111.947402954102,"anonymous","EN",4,4,6,3,1,5,4,5,2,4,4,4,6,7,5,6,7,6,7,4,7,7,7,5,7,7,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,5,3,1,4,4,4,2,2,3,4,5,3,6,2,6,1,"Driver",4,5,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"d410071f-76ce-5742-4bab-303bf98216f3","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,418,"anonymous",NA,3,NA,1.25830573921179,"use"
"55",57,"2021-10-11 07:41:32","2021-10-11 07:47:50",0,"71.104.37.15",100,378,1,"2021-10-11 07:47:51","R_1OvHitfFACcbri1",NA,NA,NA,NA,40.2458953857422,-74.2813034057617,"anonymous","EN",4,5,7,5,3,4,4,3,3,1,3,3,7,7,7,6,6,6,6,6,6,6,6,6,6,3,7,4,6,6,6,2,1,5,3,6,3,6,6,5,5,5,3,3,4,4,4,6,4,5,5,5,5,5,4,2,NA,NA,NA,NA,NA,3,3,3,3,1,4,5,2,"HR EXECUTIVE LEADER",1,3,8,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"1a253c3e-361c-1638-7e8a-0b0e903a31d2","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,378,"anonymous",NA,10,1.4142135623731,1.25830573921179,"use"
"56",58,"2021-10-11 07:41:47","2021-10-11 07:48:22",0,"24.240.103.88",100,394,1,"2021-10-11 07:48:23","R_1LAl2lkL11BZ37i",NA,NA,NA,NA,43.7745971679688,-88.4375991821289,"anonymous","EN",4,5,7,5,5,5,5,5,5,5,5,5,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,6,6,1,1,6,6,6,1,6,6,6,6,6,1,1,1,6,6,6,6,5,5,5,1,5,5,1,NA,NA,NA,NA,NA,5,1,1,5,6,13,6,1,"retired",4,7,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"ef1c1637-a212-3d42-4783-2137eef5e3da","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,394,"anonymous",NA,13,2.5,0,"Flagged"
"57",59,"2021-10-11 07:40:47","2021-10-11 07:48:26",0,"108.246.212.255",100,458,1,"2021-10-11 07:48:26","R_3GDNpryk1YB0Bar",NA,NA,NA,NA,39.8498992919922,-86.2649002075195,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,4,4,4,4,5,6,6,6,5,4,5,3,6,3,4,3,2,4,3,2,2,5,4,4,6,5,4,3,3,4,4,4,5,5,5,5,2,5,5,5,2,2,2,2,2,2,2,3,2,1,14,6,2,"Associate",4,7,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"61f88033-7f24-a086-a387-b7d394f918de","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,458,"anonymous",NA,7,1.25830573921179,NA,"use"
"58",60,"2021-10-11 07:43:11","2021-10-11 07:48:47",0,"184.90.197.20",100,335,1,"2021-10-11 07:48:48","R_21HfGTGzZC0qxii",NA,NA,NA,NA,28.2693939208984,-81.4741973876953,"anonymous","EN",4,4,7,3,4,5,5,5,5,4,4,5,7,7,6,6,7,6,7,7,7,7,7,6,6,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,3,2,5,4,3,3,2,1,1,1,1,1,4,2,3,"Controller",1,5,4,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"f5057d0a-791b-44fd-5ebe-4a2e8e223cf9","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,335,"anonymous",NA,5,NA,0.5,"use"
"59",61,"2021-10-11 07:42:34","2021-10-11 07:48:50",0,"174.250.180.80",100,375,1,"2021-10-11 07:48:51","R_dnxsvtDFcEVczSx",NA,NA,NA,NA,35.2295989990234,-80.8430023193359,"anonymous","EN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,6,4,4,4,4,5,3,4,4,4,4,4,4,5,3,4,4,4,4,4,3,4,3,5,4,3,3,5,5,5,4,4,5,4,5,3,4,4,2,5,5,5,5,2,2,2,2,1,8,9,1,5,"Associate ",4,3,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"7626653b-a2ae-5f70-7d8f-520d41cfc6d6","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,375,"anonymous",NA,6,0.577350269189626,NA,"use"
"60",62,"2021-10-11 07:44:28","2021-10-11 07:49:03",0,"24.146.167.185",100,274,1,"2021-10-11 07:49:03","R_3QXgnTItZFftSmB",NA,NA,NA,NA,40.9270935058594,-72.6509017944336,"anonymous","EN",4,4,7,4,1,5,5,5,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,2,5,6,6,2,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,3,5,5,1,4,2,2,2,1,2,2,2,2,1,16,2,2,"Coordinator ",2,5,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"aa8feade-c19c-0883-d46a-dda47b82a033","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,274,"anonymous",NA,10,1.5,0.957427107756338,"Flagged"
"61",63,"2021-10-11 07:45:18","2021-10-11 07:49:14",0,"71.105.124.88",100,235,1,"2021-10-11 07:49:14","R_3JnkwjXeeYVFLSa",NA,NA,NA,NA,40.6764068603516,-73.8752975463867,"anonymous","EN",4,5,3,4,4,3,2,4,2,5,5,5,5,7,4,7,6,4,5,2,6,5,7,5,4,7,4,5,2,5,2,5,3,6,1,6,6,6,6,4,6,4,6,6,5,4,6,6,6,4,3,4,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,1,8,4,4,5,"Idk man ",3,3,7,4,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"b2914392-6f2d-a5ee-ca26-74ba3a3f2e7f","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,235,"anonymous",NA,4,1,1.5,"Flagged"
